date,title,name,type,constellation
2022-01-16,A Retreating Thunderstorm at Sunset,Sun,Star,NA
2022-01-17,Chamaeleon Dark Nebulas,Beta Chamaeleontis,Star,NA
2022-01-17,Chamaeleon Dark Nebulas,IC 3104,Galaxy,NA
2022-01-17,Chamaeleon Dark Nebulas,Chamaeleon,Constellation,NA
2022-01-18,From Orion to the Southern Cross,Orion,Constellation,NA
2022-01-18,From Orion to the Southern Cross,Orion Nebula,Nebula,NA
2022-01-18,From Orion to the Southern Cross,Barnard's Loop,Nebula,NA
2022-01-18,From Orion to the Southern Cross,Sirius,Star,NA
2022-01-18,From Orion to the Southern Cross,Milky Way Galaxy,Galaxy,NA
2022-01-18,From Orion to the Southern Cross,Large Magellanic Cloud,Galaxy,NA
2022-01-18,From Orion to the Southern Cross,Small Magellanic Cloud,Galaxy,NA
2022-01-18,From Orion to the Southern Cross,Crux,Constellation,NA
2022-01-19,M31: The Andromeda Galaxy,Andromeda Galaxy,Galaxy,NA
2022-01-19,M31: The Andromeda Galaxy,Milky Way Galaxy,Galaxy,NA
2022-01-20,NGC 7822 in Cepheus,NGC 7822,Nebula,NA
2022-01-20,NGC 7822 in Cepheus,Cepheus,Constellation,NA
2022-01-21,Young Star Jet MHO 2147,Milky Way,Galaxy,NA
2022-01-21,Young Star Jet MHO 2147,Sagittarius,Constellation,NA
2022-01-21,Young Star Jet MHO 2147,Ophiuchus,Constellation,NA
2022-01-22,The Full Moon and the Dancer,Moon,Moon,NA
2022-01-22,The Full Moon and the Dancer,Sun,Star,NA
2022-01-23,"Saturn, Tethys, Rings, and Shadows",Saturn,Planet,NA
2022-01-23,"Saturn, Tethys, Rings, and Shadows",Tethys,Moon,NA
2022-01-23,"Saturn, Tethys, Rings, and Shadows",Rings,Asteroid,NA
2022-01-23,"Saturn, Tethys, Rings, and Shadows",Telesto,Moon,NA
2022-01-23,"Saturn, Tethys, Rings, and Shadows",Calypso,Moon,NA
2022-01-24,Rigel and the Witch Head Nebula,Rigel,Star,NA
2022-01-24,Rigel and the Witch Head Nebula,Witch Head Nebula,Nebula,NA
2022-01-25,Video: Comet Leonard over One Hour,Comet Leonard,Comet,NA
2022-01-25,Video: Comet Leonard over One Hour,Sun,Star,NA
2022-01-26,"Stars, Dust, and Gas Near Antares",Antares,Star,NA
2022-01-26,"Stars, Dust, and Gas Near Antares",Rho Ophiuchi,Star,NA
2022-01-26,"Stars, Dust, and Gas Near Antares",M4,Cluster,NA
2022-01-27,South of Orion,Orion Nebula,Nebula,NA
2022-01-27,South of Orion,NGC 1999,Nebula,NA
2022-01-27,South of Orion,V380 Orionis,Star,NA
2022-01-27,South of Orion,HH1,Nebula,NA
2022-01-27,South of Orion,HH2,Nebula,NA
2022-01-27,South of Orion,HH222,Nebula,NA
2022-01-28,"Western Moon, Eastern Sea",Moon,Moon,NA
2022-01-28,"Western Moon, Eastern Sea",Mare Orientale,Moon,NA
2022-01-28,"Western Moon, Eastern Sea",Asteroid,Asteroid,NA
2022-01-29,The Fornax Cluster of Galaxies,Andromeda Galaxy,Galaxy,NA
2022-01-29,The Fornax Cluster of Galaxies,Virgo Galaxy Cluster,Cluster,NA
2022-01-29,The Fornax Cluster of Galaxies,NGC 1399,Galaxy,NA
2022-01-29,The Fornax Cluster of Galaxies,NGC 1404,Galaxy,NA
2022-01-29,The Fornax Cluster of Galaxies,NGC 1365,Galaxy,NA
2022-01-29,The Fornax Cluster of Galaxies,Fornax Cluster,Cluster,NA
2022-01-30,A Solar Prominence from SOHO,Sun,Star,NA
2022-01-31,Carina Nebula North,Carina Nebula,Nebula,NA
2022-01-31,Carina Nebula North,Wolf-Rayet 23,Star,NA
2022-01-31,Carina Nebula North,Gabriela Mistral Nebula,Nebula,NA
2022-01-31,Carina Nebula North,IC 2599,Nebula,NA
2022-01-31,Carina Nebula North,NGC 3324,Cluster,NA
2022-01-31,Carina Nebula North,NGC 3293,Cluster,NA
2022-01-31,Carina Nebula North,Loden 153,Nebula,NA
2022-01-31,Carina Nebula North,Eta Carinae,Star,NA
2022-02-01,Moon Phases 2022,Moon,Moon,NA
2022-02-01,Moon Phases 2022,Sun,Star,NA
2022-02-01,Moon Phases 2022,Earth,Planet,NA
2022-02-02,The Galactic Center in Radio from MeerKAT,Milky Way,Galaxy,NA
2022-02-02,The Galactic Center in Radio from MeerKAT,Sgr A,Black Hole,NA
2022-02-02,The Galactic Center in Radio from MeerKAT,Arc,Nebula,NA
2022-02-02,The Galactic Center in Radio from MeerKAT,Sagittarius,Constellation,NA
2022-02-03,Embraced by Sunlight,Venus,Planet,NA
2022-02-03,Embraced by Sunlight,Moon,Moon,NA
2022-02-03,Embraced by Sunlight,Sun,Star,NA
2022-02-04,Moons at Twilight,Jupiter,Planet,NA
2022-02-04,Moons at Twilight,Ganymede,Moon,NA
2022-02-04,Moons at Twilight,Io,Moon,NA
2022-02-04,Moons at Twilight,Europa,Moon,NA
2022-02-04,Moons at Twilight,Callisto,Moon,NA
2022-02-04,Moons at Twilight,Moon,Moon,NA
2022-02-05,Symbiotic R Aquarii,R Aquarii,Star,NA
2022-02-05,Symbiotic R Aquarii,Red Giant,Star,NA
2022-02-05,Symbiotic R Aquarii,White Dwarf,Star,NA
2022-02-06,Blue Marble Earth,Sun,Star,NA
2022-02-06,Blue Marble Earth,Moon,Moon,NA
2022-02-06,Blue Marble Earth,Antarctica,Planet,NA
2022-02-06,Blue Marble Earth,Africa,Planet,NA
2022-02-07,NGC 4651: The Umbrella Galaxy,Umbrella Galaxy,Galaxy,NA
2022-02-07,NGC 4651: The Umbrella Galaxy,Milky Way,Galaxy,NA
2022-02-07,NGC 4651: The Umbrella Galaxy,NGC 4651,Galaxy,NA
2022-02-07,NGC 4651: The Umbrella Galaxy,Coma Berenices,Constellation,NA
2022-02-08,Aurora and Light Pillars over Norway,Sun,Star,NA
2022-02-08,Aurora and Light Pillars over Norway,Orion,Constellation,NA
2022-02-08,Aurora and Light Pillars over Norway,stars,Star,NA
2022-02-09,Eta Car: 3D Model of the Most Dangerous Star Known,Eta Carinae,Star,NA
2022-02-09,Eta Car: 3D Model of the Most Dangerous Star Known,Sun,Star,NA
2022-02-09,Eta Car: 3D Model of the Most Dangerous Star Known,Homunculus,Nebula,NA
2022-02-10,T Tauri and Hind's Variable Nebula,T Tauri,Star,NA
2022-02-10,T Tauri and Hind's Variable Nebula,Hind's Variable Nebula,Nebula,NA
2022-02-10,T Tauri and Hind's Variable Nebula,Taurus molecular cloud,Nebula,NA
2022-02-11,IC 342: The Hidden Galaxy in Camelopardalis,IC 342,Galaxy,NA
2022-02-11,IC 342: The Hidden Galaxy in Camelopardalis,Milky Way,Galaxy,NA
2022-02-11,IC 342: The Hidden Galaxy in Camelopardalis,Camelopardalis,Constellation,NA
2022-02-12,Aurora by Moonlight,Moon,Moon,NA
2022-02-12,Aurora by Moonlight,Sun,Star,NA
2022-02-14,In the Heart of the Heart Nebula,Heart Nebula,Nebula,NA
2022-02-14,In the Heart of the Heart Nebula,Melotte 15,Cluster,NA
2022-02-14,In the Heart of the Heart Nebula,Sun,Star,NA
2022-02-14,In the Heart of the Heart Nebula,Cassiopeia,Constellation,NA
2022-02-15,Terminator Moon,Moon,Moon,NA
2022-02-16,Eiffel Tower Prominence on the Sun,Sun,Star,NA
2022-02-16,Eiffel Tower Prominence on the Sun,Jupiter,Planet,NA
2022-02-17,Chamaeleon I Molecular Cloud,Chamaeleon I Molecular Cloud,Nebula,NA
2022-02-17,Chamaeleon I Molecular Cloud,Ced 110,Nebula,NA
2022-02-17,Chamaeleon I Molecular Cloud,Ced 111,Nebula,NA
2022-02-17,Chamaeleon I Molecular Cloud,Chamaeleon Infrared Nebula,Nebula,NA
2022-02-17,Chamaeleon I Molecular Cloud,Star,Star,NA
2022-02-18,Three Clusters in Puppis,Milky Way,Galaxy,NA
2022-02-18,Three Clusters in Puppis,M46,Cluster,NA
2022-02-18,Three Clusters in Puppis,M47,Cluster,NA
2022-02-18,Three Clusters in Puppis,NGC 2423,Cluster,NA
2022-02-18,Three Clusters in Puppis,NGC 2438,Nebula,NA
2022-02-19,Peculiar Galaxies of Arp 273,Milky Way Galaxy,Galaxy,NA
2022-02-19,Peculiar Galaxies of Arp 273,Andromeda Galaxy,Galaxy,NA
2022-02-20,Aurora Over White Dome Geyser,Moon,Moon,NA
2022-02-20,Aurora Over White Dome Geyser,Stars,Star,NA
2022-02-21,Barred Spiral Galaxy NGC 6217,NGC 6217,Galaxy,NA
2022-02-21,Barred Spiral Galaxy NGC 6217,Milky Way Galaxy,Galaxy,NA
2022-02-21,Barred Spiral Galaxy NGC 6217,Little Bear,Constellation,NA
2022-02-21,Barred Spiral Galaxy NGC 6217,black hole,Black Hole,NA
2022-02-22,Illustration: An Early Quasar,Quasar,Galaxy,NA
2022-02-22,Illustration: An Early Quasar,Black Hole,Black Hole,NA
2022-02-22,Illustration: An Early Quasar,Jet,Galaxy,NA
2022-02-23,Orion over Green Bank,Orion,Constellation,NA
2022-02-23,Orion over Green Bank,Orion Molecular Cloud Complex,Nebula,NA
2022-02-24,Beautiful Albireo AB,Albireo,Star,NA
2022-02-24,Beautiful Albireo AB,Albireo A,Star,NA
2022-02-24,Beautiful Albireo AB,Albireo B,Star,NA
2022-02-24,Beautiful Albireo AB,Cygnus,Constellation,NA
2022-02-25,Perseverance Sol 354,Mars,Planet,NA
2022-02-26,Nearby Spiral Galaxy NGC 4945,NGC 4945,Galaxy,NA
2022-02-26,Nearby Spiral Galaxy NGC 4945,Milky Way Galaxy,Galaxy,NA
2022-02-26,Nearby Spiral Galaxy NGC 4945,Andromeda,Galaxy,NA
2022-02-26,Nearby Spiral Galaxy NGC 4945,Centaurus,Constellation,NA
2022-02-26,Nearby Spiral Galaxy NGC 4945,Black Hole,Black Hole,NA
2022-02-27,Earthrise 1: Historic Image Remastered,Moon,Moon,NA
2022-02-27,Earthrise 1: Historic Image Remastered,Earth,Planet,NA
2022-02-28,Direct Projection: The Moon in My Hands,Moon,Moon,NA
2022-02-28,Direct Projection: The Moon in My Hands,Sun,Star,NA
2022-03-01,Dueling Bands in the Night,Milky Way,Galaxy,NA
2022-03-01,Dueling Bands in the Night,Sun,Star,NA
2022-03-01,Dueling Bands in the Night,Andromeda galaxy,Galaxy,NA
2022-03-01,Dueling Bands in the Night,Jupiter,Planet,NA
2022-03-01,Dueling Bands in the Night,Comet,Comet,NA
2022-03-01,Dueling Bands in the Night,Meteor,Asteroid,NA
2022-03-02,Record Prominence Imaged by Solar Orbiter,Sun,Star,NA
2022-03-03,Spiral Galaxy NGC 2841,NGC 2841,Galaxy,NA
2022-03-03,Spiral Galaxy NGC 2841,Milky Way,Galaxy,NA
2022-03-03,Spiral Galaxy NGC 2841,Ursa Major,Constellation,NA
2022-03-04,The Multiwavelength Crab,Crab Nebula,Nebula,NA
2022-03-04,The Multiwavelength Crab,Crab Pulsar,Star,NA
2022-03-04,The Multiwavelength Crab,Taurus,Constellation,NA
2022-03-05,Interstellar Comet 2I Borisov,Comet 2I/Borisov,Comet,NA
2022-03-05,Interstellar Comet 2I Borisov,Sun,Star,NA
2022-03-05,Interstellar Comet 2I Borisov,Milky Way,Galaxy,NA
2022-03-06,Venus and the Triply Ultraviolet Sun,Sun,Star,NA
2022-03-06,Venus and the Triply Ultraviolet Sun,Venus,Planet,NA
2022-03-07,A Lion in Orion,Horsehead Nebula,Nebula,NA
2022-03-07,A Lion in Orion,Flame Nebula,Nebula,NA
2022-03-07,A Lion in Orion,Orion,Constellation,NA
2022-03-08,Moon in Inverted Colors,Moon,Moon,NA
2022-03-09,A Flower-Shaped Rock on Mars,Mars,Planet,NA
2022-03-10,Globular Star Cluster 47 Tuc,47 Tucanae,Cluster,NA
2022-03-10,Globular Star Cluster 47 Tuc,Milky Way Galaxy,Galaxy,NA
2022-03-10,Globular Star Cluster 47 Tuc,Omega Centauri,Cluster,NA
2022-03-10,Globular Star Cluster 47 Tuc,Small Magellanic Cloud,Galaxy,NA
2022-03-10,Globular Star Cluster 47 Tuc,Toucan,Constellation,NA
2022-03-10,Globular Star Cluster 47 Tuc,Black Hole,Black Hole,NA
2022-03-10,Globular Star Cluster 47 Tuc,Red giant stars,Star,NA
2022-03-11,When Rainbows Smile,Sun,Star,NA
2022-03-12,Point Reyes Milky Way,Milky Way,Galaxy,NA
2022-03-12,Point Reyes Milky Way,Sirius,Star,NA
2022-03-12,Point Reyes Milky Way,Canis Major,Constellation,NA
2022-03-12,Point Reyes Milky Way,Orion,Constellation,NA
2022-03-12,Point Reyes Milky Way,Betelgeuse,Star,NA
2022-03-12,Point Reyes Milky Way,Taurus,Constellation,NA
2022-03-12,Point Reyes Milky Way,Aldebaran,Star,NA
2022-03-12,Point Reyes Milky Way,Pleiades,Cluster,NA
2022-03-12,Point Reyes Milky Way,Barnard's Loop,Nebula,NA
2022-03-12,Point Reyes Milky Way,California Nebula,Nebula,NA
2022-03-13,Colorful Airglow Bands Surround Milky Way,Milky Way Galaxy,Galaxy,NA
2022-03-13,Colorful Airglow Bands Surround Milky Way,Sun,Star,NA
2022-03-14,Star Formation in the Eagle Nebula,Eagle Nebula,Nebula,NA
2022-03-14,Star Formation in the Eagle Nebula,Star,Star,NA
2022-03-15,A Road to the Stars,Milky Way Galaxy,Galaxy,NA
2022-03-15,A Road to the Stars,Jupiter,Planet,NA
2022-03-15,A Road to the Stars,Saturn,Planet,NA
2022-03-15,A Road to the Stars,LMC,Galaxy,NA
2022-03-15,A Road to the Stars,SMC,Galaxy,NA
2022-03-15,A Road to the Stars,Sun,Star,NA
2022-03-16,The Observable Universe,Sun,Star,NA
2022-03-16,The Observable Universe,Solar System,Cluster,NA
2022-03-16,The Observable Universe,Stars,Star,NA
2022-03-16,The Observable Universe,Galaxies,Galaxy,NA
2022-03-16,The Observable Universe,Cosmic Microwave Background,Nebula,NA
2022-03-17,Centaurus A,Centaurus A,Galaxy,NA
2022-03-17,Centaurus A,NGC 5128,Galaxy,NA
2022-03-17,Centaurus A,Sun,Star,NA
2022-03-17,Centaurus A,black hole,Black Hole,NA
2022-03-18,A Filament in Monoceros,Monoceros,Constellation,NA
2022-03-18,A Filament in Monoceros,IC 447,Nebula,NA
2022-03-18,A Filament in Monoceros,IC 446,Nebula,NA
2022-03-18,A Filament in Monoceros,Sun,Star,NA
2022-03-19,2MASS J17554042+6551277,2MASS J17554042+6551277,Star,NA
2022-03-19,2MASS J17554042+6551277,Milky Way,Galaxy,NA
2022-03-20,A Picturesque Equinox Sunset,Sun,Star,NA
2022-03-21,The Sky in 2021,Moon,Moon,NA
2022-03-22,A Whale of an Aurora over Swedish Forest,Sun,Star,NA
2022-03-23,The Bubble Nebula from Hubble,Bubble Nebula,Nebula,NA
2022-03-23,The Bubble Nebula from Hubble,Sun,Star,NA
2022-03-23,The Bubble Nebula from Hubble,Cassiopeia,Constellation,NA
2022-03-24,Arp 78: Peculiar Galaxy in Aries,Arp 78,Galaxy,NA
2022-03-24,Arp 78: Peculiar Galaxy in Aries,Milky Way,Galaxy,NA
2022-03-24,Arp 78: Peculiar Galaxy in Aries,NGC 772,Galaxy,NA
2022-03-24,Arp 78: Peculiar Galaxy in Aries,NGC 770,Galaxy,NA
2022-03-24,Arp 78: Peculiar Galaxy in Aries,Aries,Constellation,NA
2022-03-25,The Medusa Nebula,Medusa Nebula,Nebula,NA
2022-03-25,The Medusa Nebula,Gemini,Constellation,NA
2022-03-25,The Medusa Nebula,white dwarf stars,Star,NA
2022-03-25,The Medusa Nebula,red giants,Star,NA
2022-03-26,Pluto at Night,Pluto,Planet,NA
2022-03-26,Pluto at Night,Sputnik Planitia,Planet,NA
2022-03-26,Pluto at Night,Norgay Montes,Planet,NA
2022-03-26,Pluto at Night,Sun,Star,NA
2022-03-27,Titan Seas Reflect Sunlight,Titan,Moon,NA
2022-03-27,Titan Seas Reflect Sunlight,Saturn,Planet,NA
2022-03-28,Gems of a Maldivean Night,Alpha Centauri,Star,NA
2022-03-28,Gems of a Maldivean Night,Southern Cross,Constellation,NA
2022-03-28,Gems of a Maldivean Night,Gamma Crucis,Star,NA
2022-03-28,Gems of a Maldivean Night,Acrux,Star,NA
2022-03-28,Gems of a Maldivean Night,Coal Sack Nebula,Nebula,NA
2022-03-28,Gems of a Maldivean Night,Beta Centauri,Star,NA
2022-03-28,Gems of a Maldivean Night,Alpha Centauri A,Star,NA
2022-03-28,Gems of a Maldivean Night,Sun,Star,NA
2022-03-28,Gems of a Maldivean Night,Cassiopeia,Constellation,NA
2022-03-29,Venus and Mars: Passing in the Night,Venus,Planet,NA
2022-03-29,Venus and Mars: Passing in the Night,Mars,Planet,NA
2022-03-29,Venus and Mars: Passing in the Night,Saturn,Planet,NA
2022-03-29,Venus and Mars: Passing in the Night,Sun,Star,NA
2022-03-30,Animation: Odd Radio Circles,Odd Radio Circles,Galaxy,NA
2022-03-30,Animation: Odd Radio Circles,Black Hole,Black Hole,NA
2022-03-31,Exploring the Antennae,Antennae,Galaxy,NA
2022-03-31,Exploring the Antennae,Corvus,Constellation,NA
2022-03-31,Exploring the Antennae,NGC 4038,Galaxy,NA
2022-03-31,Exploring the Antennae,NGC 4039,Galaxy,NA
2022-04-01,"Leaning Tower, Active Sun",Sun,Star,NA
2022-04-02,Nova Scotia Northern Lights,Sun,Star,NA
2022-04-02,Nova Scotia Northern Lights,Cassiopeia,Constellation,NA
2022-04-03,CMB Dipole: Speeding Through the Universe,Sun,Star,NA
2022-04-03,CMB Dipole: Speeding Through the Universe,Milky Way Galaxy,Galaxy,NA
2022-04-03,CMB Dipole: Speeding Through the Universe,Local Group,Galaxy,NA
2022-04-03,CMB Dipole: Speeding Through the Universe,Virgo Cluster,Cluster,NA
2022-04-04,A Vortex Aurora over Iceland,Sun,Star,NA
2022-04-05,Seven Sisters versus California,Pleiades,Cluster,NA
2022-04-05,Seven Sisters versus California,California Nebula,Nebula,NA
2022-04-05,Seven Sisters versus California,IC 348,Star,NA
2022-04-05,Seven Sisters versus California,Baby Eagle Nebula,Nebula,NA
2022-04-06,Earendel: A Star in the Early Universe,Earendel,Star,NA
2022-04-06,Earendel: A Star in the Early Universe,Galaxy,Galaxy,NA
2022-04-06,Earendel: A Star in the Early Universe,Star,Star,NA
2022-04-07,Messier 24: Sagittarius Star Cloud,Sagittarius Star Cloud,Galaxy,NA
2022-04-07,Messier 24: Sagittarius Star Cloud,Milky Way,Galaxy,NA
2022-04-07,Messier 24: Sagittarius Star Cloud,Sagittarius,Constellation,NA
2022-04-07,Messier 24: Sagittarius Star Cloud,B92,Nebula,NA
2022-04-07,Messier 24: Sagittarius Star Cloud,B93,Nebula,NA
2022-04-08,Hale-Bopp: The Great Comet of 1997,Hale-Bopp,Comet,NA
2022-04-08,Hale-Bopp: The Great Comet of 1997,Oort cloud,Cluster,NA
2022-04-09,Mars-Saturn Conjunction,Mars,Planet,NA
2022-04-09,Mars-Saturn Conjunction,Saturn,Planet,NA
2022-04-09,Mars-Saturn Conjunction,Titan,Moon,NA
2022-04-09,Mars-Saturn Conjunction,Capricornus,Constellation,NA
2022-04-09,Mars-Saturn Conjunction,Full Moon,Moon,NA
2022-04-10,Shadows at the Moon's South Pole,Moon,Moon,NA
2022-04-10,Shadows at the Moon's South Pole,Sun,Star,NA
2022-04-10,Shadows at the Moon's South Pole,Shackleton crater,Moon,NA
2022-04-11,A Space Station Crosses a Busy Sun,Sun,Star,NA
2022-04-12,N11: Star Clouds of the LMC,Large Magellanic Cloud,Galaxy,NA
2022-04-12,N11: Star Clouds of the LMC,Tarantula Nebula,Nebula,NA
2022-04-13,Milky Way over Devils Tower,Milky Way,Galaxy,NA
2022-04-13,Milky Way over Devils Tower,Pipe Nebula,Nebula,NA
2022-04-13,Milky Way over Devils Tower,Lagoon Nebula,Nebula,NA
2022-04-14,Messier 96,Messier 96,Galaxy,NA
2022-04-14,Messier 96,Milky Way,Galaxy,NA
2022-04-15,The Gator-Back Rocks of Mars,Mars,Planet,NA
2022-04-15,The Gator-Back Rocks of Mars,Mount Sharp,Planet,NA
2022-04-16,Orion Pines,Orion,Constellation,NA
2022-04-16,Orion Pines,Alnitak,Star,NA
2022-04-16,Orion Pines,Flame Nebula,Nebula,NA
2022-04-16,Orion Pines,Horsehead,Nebula,NA
2022-04-16,Orion Pines,Great Nebula of Orion,Nebula,NA
2022-04-16,Orion Pines,Barnard's Loop,Nebula,NA
2022-04-16,Orion Pines,Rigel,Star,NA
2022-04-18,Stars and Planets over Portugal,Milky Way,Galaxy,NA
2022-04-18,Stars and Planets over Portugal,Mars,Planet,NA
2022-04-18,Stars and Planets over Portugal,Saturn,Planet,NA
2022-04-18,Stars and Planets over Portugal,Jupiter,Planet,NA
2022-04-18,Stars and Planets over Portugal,Vega,Star,NA
2022-04-18,Stars and Planets over Portugal,Andromeda Galaxy,Galaxy,NA
2022-04-18,Stars and Planets over Portugal,Venus,Planet,NA
2022-04-19,Stars and Globules in the Running Chicken Nebula,Running Chicken Nebula,Nebula,NA
2022-04-19,Stars and Globules in the Running Chicken Nebula,Thackeray's Globules,Nebula,NA
2022-04-19,Stars and Globules in the Running Chicken Nebula,stars,Star,NA
2022-04-19,Stars and Globules in the Running Chicken Nebula,Collinder 249,Cluster,NA
2022-04-20,Planet Line over New York Bridge,Jupiter,Planet,NA
2022-04-20,Planet Line over New York Bridge,Venus,Planet,NA
2022-04-20,Planet Line over New York Bridge,Mars,Planet,NA
2022-04-20,Planet Line over New York Bridge,Saturn,Planet,NA
2022-04-20,Planet Line over New York Bridge,Sun,Star,NA
2022-04-20,Planet Line over New York Bridge,Mercury,Planet,NA
2022-04-21,Apollo 16 Moon Panorama,Moon,Moon,NA
2022-04-22,Planet Earth at Twilight,Sun,Star,NA
2022-04-23,Messier 104,Sombrero Galaxy,Galaxy,NA
2022-04-23,Messier 104,NGC 4594,Galaxy,NA
2022-04-23,Messier 104,Virgo Galaxy Cluster,Cluster,NA
2022-04-23,Messier 104,Milky Way,Galaxy,NA
2022-04-23,Messier 104,Black Hole,Black Hole,NA
2022-04-24,Split the Universe,Sun,Star,NA
2022-04-25,The Great Nebula in Carina,Carina Nebula,Nebula,NA
2022-04-25,The Great Nebula in Carina,Keyhole Nebula,Nebula,NA
2022-04-25,The Great Nebula in Carina,Eta Carinae,Star,NA
2022-04-25,The Great Nebula in Carina,Milky Way,Galaxy,NA
2022-04-25,The Great Nebula in Carina,Carina,Constellation,NA
2022-04-26,Planet Parade over Sydney Opera House,Saturn,Planet,NA
2022-04-26,Planet Parade over Sydney Opera House,Mars,Planet,NA
2022-04-26,Planet Parade over Sydney Opera House,Venus,Planet,NA
2022-04-26,Planet Parade over Sydney Opera House,Jupiter,Planet,NA
2022-04-26,Planet Parade over Sydney Opera House,Mercury,Planet,NA
2022-04-27,Moon Shadow on Jupiter,Jupiter,Planet,NA
2022-04-27,Moon Shadow on Jupiter,Ganymede,Moon,NA
2022-04-27,Moon Shadow on Jupiter,Sun,Star,NA
2022-04-28,Lyrid of the Lake,Lyrid meteor,Asteroid,NA
2022-04-28,Lyrid of the Lake,Milky Way,Galaxy,NA
2022-04-28,Lyrid of the Lake,Lyra,Constellation,NA
2022-04-28,Lyrid of the Lake,Thatcher,Comet,NA
2022-04-28,Lyrid of the Lake,moon,Moon,NA
2022-04-29,Portrait of NGC 3628,NGC 3628,Galaxy,NA
2022-04-29,Portrait of NGC 3628,Hamburger Galaxy,Galaxy,NA
2022-04-29,Portrait of NGC 3628,M65,Galaxy,NA
2022-04-29,Portrait of NGC 3628,M66,Galaxy,NA
2022-04-29,Portrait of NGC 3628,Leo,Constellation,NA
2022-04-30,M44: The Beehive Cluster,Beehive Cluster,Cluster,NA
2022-04-30,M44: The Beehive Cluster,Praesepe,Cluster,NA
2022-04-30,M44: The Beehive Cluster,Hyades star cluster,Cluster,NA
2022-04-30,M44: The Beehive Cluster,Taurus,Constellation,NA
2022-04-30,M44: The Beehive Cluster,Cancer,Constellation,NA
2022-04-30,M44: The Beehive Cluster,Sun,Star,NA
2022-05-01,First Horizon-Scale Image of a Black Hole,Black Hole,Black Hole,NA
2022-05-01,First Horizon-Scale Image of a Black Hole,M87,Galaxy,NA
2022-05-01,First Horizon-Scale Image of a Black Hole,Milky Way Galaxy,Galaxy,NA
2022-05-02,Partial Solar Eclipse over Argentina,Sun,Star,NA
2022-05-02,Partial Solar Eclipse over Argentina,Moon,Moon,NA
2022-05-03,Mercury's Sodium Tail,Mercury,Planet,NA
2022-05-03,Mercury's Sodium Tail,Pleiades,Cluster,NA
2022-05-03,Mercury's Sodium Tail,Sun,Star,NA
2022-05-04,Planets Over Egyptian Pyramid,Jupiter,Planet,NA
2022-05-04,Planets Over Egyptian Pyramid,Venus,Planet,NA
2022-05-04,Planets Over Egyptian Pyramid,Mars,Planet,NA
2022-05-04,Planets Over Egyptian Pyramid,Saturn,Planet,NA
2022-05-04,Planets Over Egyptian Pyramid,Sun,Star,NA
2022-05-05,NGC 3521: Galaxy in a Bubble,NGC 3521,Galaxy,NA
2022-05-05,NGC 3521: Galaxy in a Bubble,Leo,Constellation,NA
2022-05-06,NGC 3572 and the Southern Tadpoles,NGC 3572,Cluster,NA
2022-05-06,NGC 3572 and the Southern Tadpoles,Southern Tadpoles,Nebula,NA
2022-05-06,NGC 3572 and the Southern Tadpoles,Carina,Constellation,NA
