gender,age_group,age,marital_status,state,zone,occupation,product_category,amount
F,26-35,30,1,Delhi,Central,Lawyer,Footwear & Shoes,16213
M,36-45,36,0,Maharashtra,Western,IT Sector,Footwear & Shoes,16211
F,36-45,41,0,Delhi,Central,Healthcare,Footwear & Shoes,16209
F,26-35,30,0,Kerala,Southern,Govt,Furniture,16209
F,18-25,23,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,16209
M,36-45,36,1,Karnataka,Southern,IT Sector,Footwear & Shoes,16208
F,36-45,39,0,Delhi,Central,Hospitality,Footwear & Shoes,16204
F,26-35,35,0,Maharashtra,Western,Healthcare,Furniture,16201
F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,16200
F,18-25,22,0,Himachal Pradesh,Northern,Aviation,Games & Toys,16199
F,51-55,51,1,Uttar Pradesh,Central,Banking,Games & Toys,16197
F,18-25,20,0,Gujarat,Western,Healthcare,Games & Toys,16195
F,26-35,30,1,Delhi,Central,Hospitality,Footwear & Shoes,16194
F,36-45,44,0,Maharashtra,Western,IT Sector,Footwear & Shoes,16194
M,46-50,50,1,Madhya Pradesh,Central,Govt,Furniture,16190
M,51-55,53,0,Andhra Pradesh,Southern,Banking,Footwear & Shoes,16189
F,36-45,41,1,Uttar Pradesh,Central,Aviation,Footwear & Shoes,16187
F,46-50,46,1,Karnataka,Southern,Lawyer,Footwear & Shoes,16185
M,26-35,27,1,Rajasthan,Northern,Hospitality,Furniture,16185
M,26-35,30,0,Madhya Pradesh,Central,Healthcare,Games & Toys,16181
F,26-35,28,0,Maharashtra,Western,Construction,Games & Toys,16181
F,36-45,37,0,Himachal Pradesh,Northern,Hospitality,Games & Toys,16179
F,26-35,34,0,Maharashtra,Western,Construction,Furniture,16179
F,26-35,34,1,Himachal Pradesh,Northern,Hospitality,Games & Toys,16178
F,26-35,31,0,Karnataka,Southern,Food Processing,Footwear & Shoes,16178
F,51-55,51,1,Uttar Pradesh,Central,Aviation,Furniture,16178
F,26-35,27,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,16176
F,26-35,35,1,Maharashtra,Western,Banking,Furniture,16176
F,26-35,33,0,Uttar Pradesh,Central,Media,Footwear & Shoes,16176
F,26-35,35,0,Madhya Pradesh,Central,Govt,Footwear & Shoes,16175
F,26-35,35,0,Uttar Pradesh,Central,IT Sector,Furniture,16175
F,26-35,34,0,Andhra Pradesh,Southern,Healthcare,Games & Toys,16174
M,36-45,43,1,Karnataka,Southern,IT Sector,Footwear & Shoes,16170
M,26-35,35,0,Madhya Pradesh,Central,Construction,Furniture,16170
F,18-25,25,1,Himachal Pradesh,Northern,Aviation,Games & Toys,16165
F,26-35,33,1,Karnataka,Southern,Lawyer,Footwear & Shoes,16165
F,26-35,28,0,Uttar Pradesh,Central,Healthcare,Furniture,16165
F,51-55,55,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,16165
F,26-35,31,0,Uttar Pradesh,Central,Banking,Furniture,16163
F,36-45,42,0,Delhi,Central,Textile,Footwear & Shoes,16162
F,18-25,25,0,Uttar Pradesh,Central,IT Sector,Furniture,16162
M,26-35,26,0,Karnataka,Southern,Healthcare,Footwear & Shoes,16159
F,36-45,37,0,Karnataka,Southern,Govt,Footwear & Shoes,16157
F,36-45,42,1,Delhi,Central,Lawyer,Footwear & Shoes,16156
F,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,16156
F,0-17,12,0,Himachal Pradesh,Northern,Textile,Games & Toys,16149
F,51-55,55,0,Delhi,Central,Automobile,Footwear & Shoes,16148
F,0-17,13,0,Kerala,Southern,Hospitality,Furniture,16148
M,55+,70,1,Himachal Pradesh,Northern,Media,Footwear & Shoes,16143
M,55+,62,1,Jharkhand,Eastern,Banking,Footwear & Shoes,16143
F,26-35,31,1,Karnataka,Southern,IT Sector,Footwear & Shoes,16143
M,36-45,44,0,Karnataka,Southern,Textile,Footwear & Shoes,16143
F,26-35,26,0,Delhi,Central,Healthcare,Footwear & Shoes,16142
F,26-35,31,0,Uttar Pradesh,Central,Retail,Footwear & Shoes,16142
F,36-45,40,1,Andhra Pradesh,Southern,Aviation,Games & Toys,16140
F,46-50,49,1,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,16139
F,36-45,44,1,Delhi,Central,Aviation,Footwear & Shoes,16138
F,46-50,48,1,Karnataka,Southern,IT Sector,Footwear & Shoes,16134
F,18-25,20,1,Karnataka,Southern,Healthcare,Games & Toys,16133
M,36-45,38,1,Maharashtra,Western,Media,Games & Toys,16133
M,26-35,35,0,Andhra Pradesh,Southern,Aviation,Games & Toys,16132
F,26-35,35,0,Maharashtra,Western,IT Sector,Games & Toys,16131
F,26-35,33,1,Andhra Pradesh,Southern,Chemical,Furniture,16125
F,26-35,34,1,Uttar Pradesh,Central,Lawyer,Furniture,16124
F,26-35,30,0,Maharashtra,Western,Retail,Games & Toys,16116
F,46-50,46,1,Karnataka,Southern,Aviation,Games & Toys,16107
F,26-35,31,0,Maharashtra,Western,Media,Games & Toys,16105
F,26-35,27,1,Jharkhand,Eastern,Automobile,Furniture,16103
F,26-35,32,1,Uttarakhand,Central,IT Sector,Furniture,16103
F,51-55,55,0,Himachal Pradesh,Northern,Banking,Games & Toys,16102
M,26-35,32,1,Maharashtra,Western,Media,Furniture,16101
F,18-25,24,0,Uttar Pradesh,Central,Banking,Games & Toys,16096
M,36-45,45,0,Andhra Pradesh,Southern,Aviation,Furniture,16092
F,26-35,28,0,Madhya Pradesh,Central,Banking,Games & Toys,16092
M,18-25,22,1,Delhi,Central,Agriculture,Games & Toys,16081
F,36-45,44,0,Karnataka,Southern,Aviation,Games & Toys,16081
F,36-45,41,0,Uttarakhand,Central,Textile,Furniture,16080
M,26-35,34,0,Kerala,Southern,Automobile,Furniture,16078
F,51-55,55,0,Uttar Pradesh,Central,Textile,Games & Toys,16078
F,36-45,40,0,Andhra Pradesh,Southern,Banking,Furniture,16076
F,46-50,48,0,Haryana,Northern,Retail,Games & Toys,16061
F,26-35,29,0,Uttarakhand,Central,Retail,Furniture,16054
M,26-35,30,1,Madhya Pradesh,Central,Automobile,Furniture,16051
F,0-17,15,0,Bihar,Eastern,Media,Furniture,16042
M,26-35,29,1,Himachal Pradesh,Northern,Automobile,Games & Toys,16034
F,26-35,26,0,Uttar Pradesh,Central,Retail,Games & Toys,16033
M,26-35,29,0,Rajasthan,Northern,Media,Furniture,16032
M,18-25,23,0,Uttar Pradesh,Central,Aviation,Furniture,16029
M,36-45,41,1,Madhya Pradesh,Central,Lawyer,Furniture,16026
F,26-35,35,1,Uttar Pradesh,Central,Lawyer,Games & Toys,16010
F,18-25,21,1,Andhra Pradesh,Southern,Healthcare,Games & Toys,16002
M,18-25,19,0,Andhra Pradesh,Southern,Lawyer,Games & Toys,15996
F,18-25,20,0,Karnataka,Southern,Chemical,Furniture,15996
F,18-25,23,0,Madhya Pradesh,Central,Banking,Furniture,15994
M,18-25,22,0,Uttar Pradesh,Central,IT Sector,Furniture,15993
F,36-45,36,0,Andhra Pradesh,Southern,Aviation,Furniture,15992
F,26-35,34,0,Uttar Pradesh,Central,Automobile,Furniture,15992
F,26-35,28,1,Madhya Pradesh,Central,Healthcare,Furniture,15980
F,18-25,18,1,Karnataka,Southern,Agriculture,Furniture,15966
F,36-45,36,0,Haryana,Northern,Aviation,Furniture,15952
F,18-25,18,0,Madhya Pradesh,Central,IT Sector,Furniture,15952
F,26-35,33,1,Himachal Pradesh,Northern,Food Processing,Furniture,15951
F,26-35,32,0,Jharkhand,Eastern,IT Sector,Games & Toys,15949
M,36-45,36,0,Madhya Pradesh,Central,Healthcare,Furniture,15949
M,18-25,23,1,Uttar Pradesh,Central,Automobile,Furniture,15945
M,36-45,37,1,Uttarakhand,Central,Govt,Furniture,15944
F,18-25,22,1,Haryana,Northern,Retail,Furniture,15936
M,26-35,34,0,Himachal Pradesh,Northern,Healthcare,Furniture,15934
F,51-55,54,0,Uttar Pradesh,Central,Aviation,Games & Toys,15930
F,36-45,39,0,Karnataka,Southern,Chemical,Games & Toys,15925
M,26-35,31,1,Karnataka,Southern,Retail,Furniture,15924
F,18-25,18,0,Maharashtra,Western,Retail,Furniture,15918
M,46-50,47,0,Maharashtra,Western,Media,Food,15918
F,26-35,29,1,Uttar Pradesh,Central,Lawyer,Food,15918
F,55+,81,1,Madhya Pradesh,Central,IT Sector,Food,15917
F,55+,90,0,Andhra Pradesh,Southern,Healthcare,Food,15916
M,0-17,15,1,Haryana,Northern,Aviation,Food,15916
M,26-35,34,0,Maharashtra,Western,Lawyer,Food,15916
M,36-45,38,1,Maharashtra,Western,Hospitality,Food,15916
M,26-35,29,0,Uttar Pradesh,Central,Hospitality,Games & Toys,15915
F,18-25,23,1,Karnataka,Southern,Chemical,Food,15914
F,36-45,41,0,Madhya Pradesh,Central,Automobile,Food,15914
F,36-45,40,0,Uttar Pradesh,Central,IT Sector,Food,15914
F,36-45,41,1,Maharashtra,Western,Healthcare,Food,15912
F,18-25,25,1,Uttar Pradesh,Central,Banking,Food,15912
M,36-45,39,0,Punjab,Northern,Healthcare,Food,15911
F,36-45,42,1,Karnataka,Southern,Textile,Food,15909
F,36-45,40,0,Madhya Pradesh,Central,Govt,Food,15909
M,18-25,24,1,Kerala,Southern,Aviation,Food,15907
F,36-45,45,1,Delhi,Central,Chemical,Food,15906
F,36-45,39,1,Maharashtra,Western,IT Sector,Games & Toys,15906
F,26-35,33,0,Gujarat,Western,Lawyer,Food,15905
F,26-35,30,1,Maharashtra,Western,Healthcare,Food,15905
F,46-50,50,0,Madhya Pradesh,Central,Aviation,Food,15904
M,26-35,26,0,Andhra Pradesh,Southern,Healthcare,Food,15903
F,18-25,23,1,Delhi,Central,Aviation,Food,15903
F,26-35,27,0,Uttar Pradesh,Central,Banking,Food,15903
M,18-25,22,0,Uttar Pradesh,Central,Retail,Food,15902
F,51-55,51,1,Uttar Pradesh,Central,Govt,Food,15902
M,18-25,21,0,Bihar,Eastern,Retail,Food,15899
F,26-35,30,0,Delhi,Central,Govt,Food,15898
M,18-25,23,0,Himachal Pradesh,Northern,Banking,Food,15896
F,26-35,29,0,Uttar Pradesh,Central,Banking,Food,15896
F,51-55,52,0,Uttar Pradesh,Central,Textile,Food,15894
F,18-25,23,0,Uttar Pradesh,Central,Govt,Food,15893
F,26-35,31,1,Haryana,Northern,Aviation,Food,15892
M,36-45,42,1,Karnataka,Southern,IT Sector,Food,15892
F,36-45,39,1,Madhya Pradesh,Central,IT Sector,Food,15892
M,36-45,43,1,Karnataka,Southern,Healthcare,Food,15889
F,26-35,34,0,Uttar Pradesh,Central,Govt,Food,15889
M,26-35,26,1,Uttar Pradesh,Central,Media,Food,15888
F,46-50,48,0,Uttar Pradesh,Central,Healthcare,Food,15887
F,18-25,24,1,Madhya Pradesh,Central,IT Sector,Food,15886
F,26-35,26,1,Uttar Pradesh,Central,Healthcare,Food,15884
F,46-50,47,1,Karnataka,Southern,IT Sector,Food,15883
F,26-35,27,0,Maharashtra,Western,Retail,Food,15883
F,36-45,44,1,Uttar Pradesh,Central,Agriculture,Food,15883
F,18-25,19,0,Delhi,Central,Govt,Food,15882
F,36-45,39,0,Uttar Pradesh,Central,Chemical,Games & Toys,15882
M,18-25,22,1,Rajasthan,Northern,Govt,Food,15880
F,0-17,12,0,Uttar Pradesh,Central,Healthcare,Food,15880
F,18-25,21,0,Karnataka,Southern,Automobile,Food,15877
F,26-35,31,0,Uttar Pradesh,Central,Aviation,Food,15877
F,18-25,23,0,Andhra Pradesh,Southern,Healthcare,Food,15876
F,26-35,30,1,Himachal Pradesh,Northern,Chemical,Food,15876
F,36-45,36,1,Uttar Pradesh,Central,Healthcare,Food,15876
F,18-25,24,0,Bihar,Eastern,Media,Food,15874
M,36-45,44,1,Maharashtra,Western,IT Sector,Food,15874
M,36-45,45,0,Maharashtra,Western,Lawyer,Food,15873
F,18-25,23,1,Karnataka,Southern,IT Sector,Food,15872
F,36-45,38,1,Uttar Pradesh,Central,Banking,Food,15871
F,26-35,31,1,Karnataka,Southern,IT Sector,Food,15870
F,26-35,31,0,Gujarat,Western,Media,Food,15869
F,36-45,39,1,Gujarat,Western,Agriculture,Food,15868
F,26-35,28,0,Maharashtra,Western,Aviation,Food,15868
F,36-45,42,0,Maharashtra,Western,Aviation,Food,15867
F,26-35,33,0,Gujarat,Western,Aviation,Food,15866
M,36-45,39,1,Telangana,Southern,Govt,Food,15865
M,0-17,15,0,Maharashtra,Western,Healthcare,Food,15864
M,26-35,26,0,Maharashtra,Western,Govt,Food,15863
F,18-25,23,0,Delhi,Central,Textile,Food,15860
M,26-35,35,0,Gujarat,Western,Govt,Food,15860
F,26-35,31,0,Maharashtra,Western,Textile,Food,15859
F,18-25,21,0,Maharashtra,Western,Lawyer,Food,15858
M,26-35,31,0,Jharkhand,Eastern,Automobile,Food,15856
M,26-35,32,0,Maharashtra,Western,Agriculture,Food,15853
F,26-35,31,0,Karnataka,Southern,Aviation,Food,15851
F,46-50,50,0,Madhya Pradesh,Central,Govt,Food,15851
F,55+,77,0,Karnataka,Southern,Aviation,Food,15850
M,18-25,21,1,Madhya Pradesh,Central,Aviation,Food,15849
M,51-55,53,0,Maharashtra,Western,Aviation,Food,15849
F,36-45,39,0,Karnataka,Southern,Healthcare,Food,15848
F,26-35,35,0,Uttar Pradesh,Central,Healthcare,Food,15848
F,26-35,32,1,Uttar Pradesh,Central,Aviation,Food,15846
F,26-35,29,1,Delhi,Central,Hospitality,Food,15845
F,36-45,37,0,Bihar,Eastern,IT Sector,Food,15844
F,51-55,53,1,Delhi,Central,IT Sector,Food,15844
F,26-35,32,0,Rajasthan,Northern,Healthcare,Food,15843
F,36-45,45,0,Maharashtra,Western,Lawyer,Food,15840
M,26-35,31,0,Madhya Pradesh,Central,Aviation,Food,15838
F,55+,87,0,Maharashtra,Western,Chemical,Food,15836
F,36-45,38,0,Andhra Pradesh,Southern,Aviation,Food,15833
M,18-25,21,0,Karnataka,Southern,Construction,Food,15833
M,36-45,40,0,Karnataka,Southern,Govt,Food,15833
F,26-35,27,0,Andhra Pradesh,Southern,Govt,Food,15831
F,36-45,44,1,Maharashtra,Western,Lawyer,Food,15831
F,46-50,48,0,Gujarat,Western,Banking,Food,15830
F,46-50,47,0,Maharashtra,Western,Govt,Food,15830
M,26-35,35,0,Karnataka,Southern,Banking,Food,15829
F,18-25,18,0,Uttar Pradesh,Central,Food Processing,Food,15829
F,46-50,50,0,Delhi,Central,Healthcare,Food,15826
F,26-35,32,1,Karnataka,Southern,Media,Food,15826
F,18-25,23,1,Madhya Pradesh,Central,Govt,Food,15826
F,26-35,28,0,Andhra Pradesh,Southern,IT Sector,Food,15825
F,18-25,24,0,Uttar Pradesh,Central,IT Sector,Food,15825
F,18-25,25,0,Delhi,Central,Healthcare,Food,15824
F,46-50,48,1,Andhra Pradesh,Southern,Healthcare,Food,15823
F,36-45,39,0,Karnataka,Southern,Chemical,Food,15822
F,36-45,41,0,Andhra Pradesh,Southern,Agriculture,Food,15820
F,36-45,36,0,Telangana,Southern,IT Sector,Food,15818
F,36-45,41,1,Karnataka,Southern,Lawyer,Food,15815
M,26-35,30,1,Delhi,Central,Govt,Food,15812
M,36-45,42,0,Delhi,Central,Agriculture,Food,15812
F,26-35,28,0,Uttar Pradesh,Central,Retail,Food,15812
M,36-45,36,1,Himachal Pradesh,Northern,Automobile,Food,15810
F,51-55,51,1,Madhya Pradesh,Central,Retail,Food,15808
F,26-35,35,0,Maharashtra,Western,Healthcare,Food,15807
F,36-45,41,1,Bihar,Eastern,Banking,Food,15806
F,46-50,47,1,Madhya Pradesh,Central,Retail,Food,15806
F,26-35,31,0,Uttar Pradesh,Central,Construction,Food,15806
F,18-25,23,0,Delhi,Central,Aviation,Food,15803
F,18-25,23,1,Maharashtra,Western,Healthcare,Food,15803
M,36-45,36,0,Rajasthan,Northern,Textile,Food,15802
M,36-45,36,1,Andhra Pradesh,Southern,Lawyer,Food,15801
F,26-35,30,0,Karnataka,Southern,IT Sector,Food,15800
F,36-45,39,0,Uttar Pradesh,Central,IT Sector,Food,15800
F,55+,91,0,Maharashtra,Western,IT Sector,Food,15799
M,18-25,22,1,Kerala,Southern,Govt,Food,15798
M,51-55,51,0,Bihar,Eastern,Automobile,Food,15796
F,36-45,40,1,Delhi,Central,IT Sector,Food,15796
F,26-35,29,0,Haryana,Northern,IT Sector,Food,15795
M,18-25,25,1,Uttar Pradesh,Central,Chemical,Food,15795
F,18-25,25,1,Uttar Pradesh,Central,Aviation,Food,15795
F,26-35,35,1,Delhi,Central,Retail,Food,15792
F,26-35,27,0,Uttar Pradesh,Central,Aviation,Food,15792
F,36-45,41,0,Uttar Pradesh,Central,Construction,Food,15792
M,55+,56,0,Andhra Pradesh,Southern,Retail,Food,15791
F,26-35,30,0,Uttar Pradesh,Central,Banking,Food,15791
F,26-35,32,1,Bihar,Eastern,Automobile,Food,15790
F,51-55,51,0,Maharashtra,Western,IT Sector,Food,15790
F,26-35,29,0,Uttar Pradesh,Central,Agriculture,Food,15786
F,51-55,52,0,Haryana,Northern,Retail,Food,15784
F,36-45,43,1,Jharkhand,Eastern,Automobile,Food,15781
F,18-25,19,0,Uttar Pradesh,Central,Lawyer,Food,15781
F,36-45,45,0,Maharashtra,Western,Aviation,Food,15780
F,26-35,34,0,Himachal Pradesh,Northern,Healthcare,Food,15779
F,26-35,32,0,Maharashtra,Western,Govt,Food,15779
F,26-35,33,0,Maharashtra,Western,Govt,Food,15778
M,26-35,27,1,Uttar Pradesh,Central,Aviation,Food,15778
F,26-35,32,0,Uttar Pradesh,Central,Healthcare,Food,15777
F,26-35,30,1,Haryana,Northern,Banking,Food,15776
F,26-35,35,0,Karnataka,Southern,IT Sector,Food,15776
F,18-25,25,0,Karnataka,Southern,Aviation,Food,15772
M,36-45,45,0,Andhra Pradesh,Southern,Healthcare,Food,15771
M,18-25,18,1,Maharashtra,Western,Aviation,Food,15771
F,26-35,33,1,Maharashtra,Western,IT Sector,Food,15771
M,46-50,48,0,Uttar Pradesh,Central,Textile,Food,15770
F,26-35,31,1,Uttar Pradesh,Central,Food Processing,Food,15769
F,51-55,53,0,Uttar Pradesh,Central,Aviation,Food,15769
F,36-45,40,1,Delhi,Central,Hospitality,Food,15768
F,18-25,24,1,Maharashtra,Western,Govt,Food,15768
M,18-25,18,1,Delhi,Central,Aviation,Food,15765
F,26-35,31,0,Karnataka,Southern,Retail,Food,15765
F,18-25,20,1,Uttar Pradesh,Central,IT Sector,Food,15765
F,26-35,35,0,Karnataka,Southern,Banking,Food,15764
F,36-45,38,1,Madhya Pradesh,Central,Lawyer,Food,15764
F,36-45,44,0,Uttar Pradesh,Central,IT Sector,Food,15763
F,18-25,21,0,Delhi,Central,Food Processing,Food,15762
M,26-35,34,0,Uttar Pradesh,Central,Lawyer,Food,15759
F,0-17,12,1,Maharashtra,Western,Govt,Food,15757
F,26-35,30,1,Bihar,Eastern,Healthcare,Food,15756
F,18-25,25,1,Madhya Pradesh,Central,Chemical,Food,15756
M,36-45,37,0,Uttar Pradesh,Central,Govt,Food,15755
F,36-45,37,0,Delhi,Central,Food Processing,Food,15754
F,18-25,21,1,Uttar Pradesh,Central,Agriculture,Food,15754
F,36-45,43,1,Andhra Pradesh,Southern,IT Sector,Food,15752
M,36-45,45,0,Haryana,Northern,IT Sector,Food,15752
F,26-35,29,1,Bihar,Eastern,Lawyer,Food,15750
F,36-45,44,1,Maharashtra,Western,Banking,Food,15750
F,46-50,47,0,Uttar Pradesh,Central,Healthcare,Food,15749
M,36-45,37,0,Uttarakhand,Central,Agriculture,Food,15749
F,26-35,31,0,Maharashtra,Western,Healthcare,Food,15748
F,18-25,24,0,Uttar Pradesh,Central,Aviation,Food,15747
F,26-35,29,0,Jharkhand,Eastern,Aviation,Food,15745
M,36-45,40,0,Uttar Pradesh,Central,Healthcare,Food,15744
M,18-25,21,1,Andhra Pradesh,Southern,Aviation,Food,15742
F,36-45,38,0,Maharashtra,Western,Automobile,Food,15742
F,51-55,53,0,Karnataka,Southern,IT Sector,Food,15741
F,36-45,41,1,Maharashtra,Western,Healthcare,Food,15741
F,18-25,19,1,Uttar Pradesh,Central,Food Processing,Food,15739
F,36-45,44,0,Uttar Pradesh,Central,Healthcare,Food,15739
M,0-17,14,0,Maharashtra,Western,IT Sector,Food,15738
F,18-25,22,0,Madhya Pradesh,Central,Agriculture,Food,15737
F,26-35,31,1,Uttar Pradesh,Central,Chemical,Food,15737
M,26-35,30,1,Uttarakhand,Central,IT Sector,Food,15736
F,26-35,26,1,Madhya Pradesh,Central,Aviation,Food,15734
M,46-50,50,0,Uttar Pradesh,Central,Aviation,Food,15734
M,26-35,26,1,Punjab,Northern,Automobile,Food,15732
M,18-25,25,1,Uttarakhand,Central,IT Sector,Food,15732
F,26-35,35,0,Uttar Pradesh,Central,Construction,Food,15731
M,26-35,34,1,Punjab,Northern,Lawyer,Food,15730
F,26-35,33,0,Madhya Pradesh,Central,Retail,Food,15729
F,26-35,30,0,Maharashtra,Western,IT Sector,Food,15729
M,26-35,27,0,Delhi,Central,Construction,Food,15728
M,26-35,29,1,Uttar Pradesh,Central,Lawyer,Food,15728
F,26-35,27,0,Maharashtra,Western,Aviation,Food,15723
M,55+,80,1,Haryana,Northern,Retail,Food,15722
M,0-17,16,0,Uttar Pradesh,Central,Healthcare,Food,15721
M,26-35,26,0,Himachal Pradesh,Northern,Chemical,Food,15718
F,18-25,18,1,Karnataka,Southern,Govt,Food,15718
F,51-55,54,1,Karnataka,Southern,Media,Food,15717
F,26-35,35,0,Madhya Pradesh,Central,Lawyer,Food,15715
F,46-50,48,1,Madhya Pradesh,Central,IT Sector,Food,15715
F,18-25,25,0,Maharashtra,Western,IT Sector,Food,15714
F,18-25,21,1,Uttar Pradesh,Central,Aviation,Food,15711
F,46-50,47,0,Maharashtra,Western,Healthcare,Food,15710
M,26-35,30,0,Delhi,Central,Govt,Food,15708
F,26-35,29,0,Uttar Pradesh,Central,Chemical,Food,15707
F,26-35,34,1,Bihar,Eastern,Chemical,Food,15703
F,26-35,33,0,Maharashtra,Western,Healthcare,Food,15703
F,26-35,33,0,Madhya Pradesh,Central,Govt,Food,15702
F,26-35,32,0,Karnataka,Southern,Govt,Food,15701
F,36-45,45,0,Gujarat,Western,IT Sector,Food,15699
F,36-45,40,0,Maharashtra,Western,Aviation,Food,15699
F,0-17,17,1,Delhi,Central,Aviation,Food,15697
F,46-50,46,0,Karnataka,Southern,Hospitality,Food,15697
F,55+,76,1,Maharashtra,Western,Healthcare,Food,15696
F,36-45,45,1,Maharashtra,Western,IT Sector,Food,15695
F,51-55,51,1,Madhya Pradesh,Central,Aviation,Food,15694
F,26-35,33,0,Uttar Pradesh,Central,Food Processing,Food,15694
M,51-55,51,0,Uttarakhand,Central,Chemical,Food,15693
F,26-35,30,0,Haryana,Northern,Media,Food,15691
F,26-35,27,1,Maharashtra,Western,Banking,Food,15691
F,26-35,31,0,Maharashtra,Western,Chemical,Food,15690
F,26-35,30,0,Rajasthan,Northern,Banking,Food,15690
F,18-25,24,0,Andhra Pradesh,Southern,Retail,Food,15689
F,26-35,31,0,Andhra Pradesh,Southern,Agriculture,Food,15689
F,26-35,27,0,Maharashtra,Western,Media,Food,15689
F,26-35,28,1,Maharashtra,Western,IT Sector,Food,15689
M,0-17,15,1,Madhya Pradesh,Central,Media,Food,15688
F,36-45,39,0,Uttar Pradesh,Central,Govt,Food,15682
F,51-55,53,0,Uttar Pradesh,Central,Aviation,Food,15678
F,18-25,19,0,Haryana,Northern,Healthcare,Food,15677
M,36-45,44,1,Gujarat,Western,Healthcare,Food,15676
M,0-17,16,1,Madhya Pradesh,Central,Healthcare,Food,15676
F,55+,65,0,Maharashtra,Western,Aviation,Food,15675
F,0-17,17,0,Uttar Pradesh,Central,Healthcare,Food,15675
M,51-55,53,1,Uttar Pradesh,Central,Aviation,Food,15675
F,36-45,38,0,Himachal Pradesh,Northern,Banking,Food,15674
F,26-35,27,0,Delhi,Central,Textile,Food,15672
F,26-35,28,0,Maharashtra,Western,IT Sector,Food,15671
F,26-35,30,1,Uttar Pradesh,Central,Banking,Food,15670
F,36-45,42,1,Karnataka,Southern,Automobile,Food,15669
F,18-25,25,0,Uttar Pradesh,Central,Automobile,Food,15669
F,51-55,51,1,Haryana,Northern,Automobile,Food,15668
F,36-45,38,0,Uttar Pradesh,Central,Healthcare,Food,15668
F,26-35,33,0,Madhya Pradesh,Central,Healthcare,Food,15666
F,36-45,41,1,Delhi,Central,IT Sector,Food,15665
F,26-35,35,1,Karnataka,Southern,Retail,Food,15665
F,55+,63,0,Madhya Pradesh,Central,IT Sector,Food,15665
F,36-45,42,0,Andhra Pradesh,Southern,Healthcare,Food,15664
F,0-17,15,1,Delhi,Central,Govt,Food,15662
F,18-25,24,0,Delhi,Central,IT Sector,Food,15661
M,36-45,44,1,Kerala,Southern,Banking,Food,15659
M,18-25,21,0,Madhya Pradesh,Central,Healthcare,Food,15659
F,18-25,22,0,Uttar Pradesh,Central,Retail,Food,15659
M,26-35,34,1,Himachal Pradesh,Northern,Lawyer,Food,15658
F,18-25,22,0,Maharashtra,Western,Hospitality,Food,15657
F,46-50,46,0,Karnataka,Southern,Govt,Food,15655
F,36-45,37,0,Karnataka,Southern,Textile,Food,15654
F,26-35,29,0,Uttar Pradesh,Central,Media,Food,15654
F,51-55,51,1,Haryana,Northern,Banking,Food,15653
F,26-35,28,1,Uttar Pradesh,Central,Media,Food,15653
M,36-45,40,0,Uttar Pradesh,Central,Aviation,Food,15653
F,26-35,32,0,Madhya Pradesh,Central,Hospitality,Food,15651
F,46-50,46,0,Maharashtra,Western,Chemical,Food,15650
F,26-35,27,1,Uttar Pradesh,Central,IT Sector,Food,15650
F,51-55,53,1,Uttar Pradesh,Central,Chemical,Food,15650
F,26-35,26,0,Madhya Pradesh,Central,Govt,Food,15648
F,26-35,28,0,Maharashtra,Western,Media,Food,15647
F,51-55,55,1,Maharashtra,Western,Banking,Food,15647
